,ARI,ATL,BAL,BOS,CHC,CHW,CIN,CLE,COL,DET,HOU,KCR,LAA,LAD,MIA,MIL,MIN,NYM,NYY,OAK,PHI,PIT,SDP,SEA,SFG,STL,TBR,TEX,TOR,WSN
HOU,0.024691358024691357,0.0,0.043209876543209874,0.043209876543209874,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.043209876543209874,0.0,0.037037037037037035,0.0,0.043209876543209874,0.11728395061728394,0.0,0.0,0.018518518518518517,0.043209876543209874,0.0,0.037037037037037035,0.11728395061728394,0.0,0.018518518518518517,0.0,0.11728395061728394,0.0,0.024691358024691357,0.037037037037037035,0.11728395061728394,0.043209876543209874,0.0
KCR,0.0,0.018518518518518517,0.037037037037037035,0.037037037037037035,0.0,0.11728395061728394,0.0,0.11728395061728394,0.0,0.11728395061728394,0.043209876543209874,0.0,0.037037037037037035,0.0,0.018518518518518517,0.0,0.11728395061728394,0.024691358024691357,0.043209876543209874,0.043209876543209874,0.018518518518518517,0.0,0.0,0.043209876543209874,0.0,0.024691358024691357,0.043209876543209874,0.043209876543209874,0.037037037037037035,0.018518518518518517
LAA,0.0,0.0,0.037037037037037035,0.043209876543209874,0.024691358024691357,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.0,0.037037037037037035,0.11728395061728394,0.037037037037037035,0.0,0.024691358024691357,0.0,0.018518518518518517,0.037037037037037035,0.0,0.043209876543209874,0.11728395061728394,0.0,0.018518518518518517,0.0,0.11728395061728394,0.0,0.018518518518518517,0.043209876543209874,0.11728395061728394,0.043209876543209874,0.0
LAD,0.11728395061728394,0.037037037037037035,0.018518518518518517,0.018518518518518517,0.043209876543209874,0.0,0.043209876543209874,0.0,0.11728395061728394,0.0,0.0,0.0,0.024691358024691357,0.0,0.043209876543209874,0.043209876543209874,0.0,0.043209876543209874,0.018518518518518517,0.0,0.037037037037037035,0.043209876543209874,0.11728395061728394,0.0,0.11728395061728394,0.037037037037037035,0.024691358024691357,0.0,0.018518518518518517,0.037037037037037035
MIA,0.037037037037037035,0.1111111111111111,0.0,0.0,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.024691358024691357,0.0,0.018518518518518517,0.0,0.043209876543209874,0.0,0.037037037037037035,0.018518518518518517,0.11728395061728394,0.0,0.0,0.11728395061728394,0.043209876543209874,0.037037037037037035,0.0,0.037037037037037035,0.043209876543209874,0.024691358024691357,0.0,0.0,0.11728395061728394
MIL,0.043209876543209874,0.043209876543209874,0.0,0.0,0.11728395061728394,0.0,0.11728395061728394,0.0,0.037037037037037035,0.0,0.018518518518518517,0.0,0.018518518518518517,0.043209876543209874,0.037037037037037035,0.0,0.024691358024691357,0.043209876543209874,0.0,0.024691358024691357,0.043209876543209874,0.11728395061728394,0.043209876543209874,0.018518518518518517,0.037037037037037035,0.11728395061728394,0.0,0.018518518518518517,0.0,0.037037037037037035
MIN,0.0,0.024691358024691357,0.037037037037037035,0.043209876543209874,0.0,0.11728395061728394,0.0,0.11728395061728394,0.0,0.11728395061728394,0.043209876543209874,0.11728395061728394,0.037037037037037035,0.0,0.018518518518518517,0.024691358024691357,0.0,0.018518518518518517,0.043209876543209874,0.037037037037037035,0.018518518518518517,0.0,0.0,0.037037037037037035,0.0,0.0,0.043209876543209874,0.043209876543209874,0.043209876543209874,0.018518518518518517
NYM,0.037037037037037035,0.11728395061728394,0.0,0.0,0.043209876543209874,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.043209876543209874,0.018518518518518517,0.0,0.024691358024691357,0.0,0.043209876543209874,0.11728395061728394,0.043209876543209874,0.018518518518518517,0.0,0.024691358024691357,0.0,0.11728395061728394,0.037037037037037035,0.043209876543209874,0.0,0.043209876543209874,0.037037037037037035,0.0,0.0,0.0,0.11728395061728394
NYY,0.018518518518518517,0.0,0.11728395061728394,0.11728395061728394,0.0,0.037037037037037035,0.0,0.043209876543209874,0.024691358024691357,0.037037037037037035,0.037037037037037035,0.043209876543209874,0.043209876543209874,0.018518518518518517,0.0,0.0,0.043209876543209874,0.024691358024691357,0.0,0.043209876543209874,0.0,0.0,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.0,0.11728395061728394,0.043209876543209874,0.11728395061728394,0.0
OAK,0.0,0.0,0.043209876543209874,0.037037037037037035,0.018518518518518517,0.043209876543209874,0.018518518518518517,0.037037037037037035,0.0,0.043209876543209874,0.11728395061728394,0.043209876543209874,0.11728395061728394,0.0,0.0,0.024691358024691357,0.037037037037037035,0.0,0.043209876543209874,0.0,0.0,0.018518518518518517,0.0,0.11728395061728394,0.024691358024691357,0.018518518518518517,0.043209876543209874,0.11728395061728394,0.037037037037037035,0.0
PHI,0.043209876543209874,0.11728395061728394,0.0,0.0,0.037037037037037035,0.024691358024691357,0.037037037037037035,0.018518518518518517,0.043209876543209874,0.018518518518518517,0.0,0.018518518518518517,0.0,0.037037037037037035,0.11728395061728394,0.043209876543209874,0.018518518518518517,0.11728395061728394,0.0,0.0,0.0,0.043209876543209874,0.043209876543209874,0.0,0.037037037037037035,0.043209876543209874,0.0,0.0,0.024691358024691357,0.11728395061728394
PIT,0.037037037037037035,0.043209876543209874,0.0,0.0,0.11728395061728394,0.0,0.11728395061728394,0.0,0.043209876543209874,0.024691358024691357,0.018518518518518517,0.0,0.018518518518518517,0.043209876543209874,0.043209876543209874,0.11728395061728394,0.0,0.037037037037037035,0.0,0.018518518518518517,0.043209876543209874,0.0,0.037037037037037035,0.024691358024691357,0.043209876543209874,0.11728395061728394,0.0,0.018518518518518517,0.0,0.037037037037037035
SDP,0.11728395061728394,0.037037037037037035,0.024691358024691357,0.018518518518518517,0.037037037037037035,0.0,0.043209876543209874,0.0,0.11728395061728394,0.0,0.0,0.0,0.0,0.11728395061728394,0.037037037037037035,0.043209876543209874,0.0,0.043209876543209874,0.018518518518518517,0.0,0.043209876543209874,0.037037037037037035,0.0,0.024691358024691357,0.11728395061728394,0.043209876543209874,0.018518518518518517,0.0,0.018518518518518517,0.043209876543209874
SEA,0.0,0.0,0.043209876543209874,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.0,0.043209876543209874,0.11728395061728394,0.043209876543209874,0.11728395061728394,0.0,0.0,0.018518518518518517,0.037037037037037035,0.0,0.037037037037037035,0.11728395061728394,0.0,0.024691358024691357,0.024691358024691357,0.0,0.0,0.018518518518518517,0.037037037037037035,0.11728395061728394,0.037037037037037035,0.0
SFG,0.11728395061728394,0.043209876543209874,0.018518518518518517,0.024691358024691357,0.043209876543209874,0.0,0.037037037037037035,0.0,0.11728395061728394,0.0,0.0,0.0,0.0,0.11728395061728394,0.037037037037037035,0.037037037037037035,0.0,0.043209876543209874,0.018518518518518517,0.024691358024691357,0.037037037037037035,0.043209876543209874,0.11728395061728394,0.0,0.0,0.043209876543209874,0.018518518518518517,0.0,0.018518518518518517,0.043209876543209874
STL,0.043209876543209874,0.037037037037037035,0.0,0.0,0.11728395061728394,0.0,0.11728395061728394,0.0,0.037037037037037035,0.0,0.024691358024691357,0.024691358024691357,0.018518518518518517,0.037037037037037035,0.043209876543209874,0.11728395061728394,0.0,0.037037037037037035,0.0,0.018518518518518517,0.043209876543209874,0.11728395061728394,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.0,0.0,0.018518518518518517,0.0,0.043209876543209874
TBR,0.018518518518518517,0.0,0.11728395061728394,0.11728395061728394,0.0,0.043209876543209874,0.0,0.037037037037037035,0.018518518518518517,0.043209876543209874,0.037037037037037035,0.043209876543209874,0.043209876543209874,0.024691358024691357,0.024691358024691357,0.0,0.043209876543209874,0.0,0.11728395061728394,0.043209876543209874,0.0,0.0,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.0,0.0,0.037037037037037035,0.11728395061728394,0.0
TEX,0.0,0.0,0.043209876543209874,0.037037037037037035,0.018518518518518517,0.037037037037037035,0.024691358024691357,0.043209876543209874,0.024691358024691357,0.037037037037037035,0.11728395061728394,0.043209876543209874,0.11728395061728394,0.0,0.0,0.018518518518518517,0.043209876543209874,0.0,0.043209876543209874,0.11728395061728394,0.0,0.018518518518518517,0.0,0.11728395061728394,0.0,0.018518518518518517,0.037037037037037035,0.0,0.043209876543209874,0.0
TOR,0.024691358024691357,0.0,0.11728395061728394,0.11728395061728394,0.0,0.037037037037037035,0.0,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.043209876543209874,0.037037037037037035,0.043209876543209874,0.018518518518518517,0.0,0.0,0.043209876543209874,0.0,0.11728395061728394,0.037037037037037035,0.024691358024691357,0.0,0.018518518518518517,0.037037037037037035,0.018518518518518517,0.0,0.11728395061728394,0.043209876543209874,0.0,0.0
WSN,0.043209876543209874,0.11728395061728394,0.024691358024691357,0.0,0.043209876543209874,0.018518518518518517,0.043209876543209874,0.024691358024691357,0.037037037037037035,0.018518518518518517,0.0,0.018518518518518517,0.0,0.037037037037037035,0.11728395061728394,0.037037037037037035,0.018518518518518517,0.11728395061728394,0.0,0.0,0.11728395061728394,0.037037037037037035,0.043209876543209874,0.0,0.043209876543209874,0.043209876543209874,0.0,0.0,0.0,0.0
